,industry,job_title,description,job_link,job_id
432,Computer Software,Sales and Marketing Superstar,"- Formulation and execution of sales strategy  - Customer Engagement and Account Management of active accounts - Creation of business partnerships with Digital Marketing Agencies and ecommerce platform vendors - Market Study and Competitor Analysis - Creation of various pricing models - Creating Marketing presence in India, Europe and US - Content Creation and presence in marketing forums - Search...",https://www.linkedin.com/jobs?viewJob=&jobId=44206558&trk=api*a130653*s139051*,1432
433,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,1433
434,"Higher Education, E-Learning, Education Management",Instructional Designer,"          The Function Space team is growing and is looking for an experienced instructional designer to plan, analyse, design, develop, deploy and evaluate learning materials. As an instructional designer, you will work closely with stakeholders, subject matter experts, and learners to help capture learning needs and offer learning solutions within a highly dynamic working environment.   Responsi...",https://www.linkedin.com/jobs?viewJob=&jobId=46343455&trk=api*a130653*s139051*,1434
435,"Higher Education, E-Learning, Education Management",Instructional Designer,"          The Function Space team is growing and is looking for an experienced instructional designer to plan, analyse, design, develop, deploy and evaluate learning materials. As an instructional designer, you will work closely with stakeholders, subject matter experts, and learners to help capture learning needs and offer learning solutions within a highly dynamic working environment.   Responsi...",https://www.linkedin.com/jobs?viewJob=&jobId=46343455&trk=api*a130653*s139051*,1435
436,Information Technology and Services,Research Pathologist,"POSITION DESCRIPTION: The Research Pathologist will participate in the research and development of state of the art detection, diagnosis, prognosis, and prediction algorithms in the medical imaging domain − with emphasis toward digitized histology.  More specifically, the Research Pathologist will work with scientists and other computer vision experts to understand pathology images, create annotat...",https://www.linkedin.com/jobs?viewJob=&jobId=44995559&trk=api*a130653*s139051*,1436
437,"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*,1437
438,"Internet, Consumer Services",Full Stack Developer,"Note: Only experienced candidates in startups are encouraged to apply and who can 12 hours a day.  ============== We are looking for  Kickass Full Stack Developer r to come and help out with all of the online projects we have on the go. We're after someone that's happy to come into our office, a stone throw from the Tate Modern, and work with our own in-house dev. We aren't after a remote dev. To...",https://www.linkedin.com/jobs?viewJob=&jobId=46343947&trk=api*a130653*s139051*,1438
439,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,1439
440,"Internet, Consumer Services, Information Technology and Services",Chief Mobile Application Developer (CMO),"NOTE: We are looking for startup experience people, and who are willing to work, it might possible you do not get enough salaries even. Please do not apply if you can not handle startup work pressure.      Position Summary   The Mobile Technology Lead (Co-Founder Mobile Development, CMO) leads the mobile team and is responsible for establishing the company’s mobilty technical vision and leading al...",https://www.linkedin.com/jobs?viewJob=&jobId=44974589&trk=api*a130653*s139051*,1440
441,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,1441
442,Information Technology and Services,NLP Programmer,"You will be part of our research team developing and enhancing our Sentiment analysis, Problem Identification, Intent Identification, NER, Topic extraction, Question Answering systems....",https://www.linkedin.com/jobs?viewJob=&jobId=46343898&trk=api*a130653*s139051*,1442
443,Computer Software,Crossover Software Architect - C# - $30/hr,"Ready to make $60,000 USD while working for a fortune 500 company from the comfort of your home? Eager to join a network of the most talented remote workers in the world? If so, this role is for you. Work for Crossover, and you’ll earn the most competitive wages on the market, collaborate with the most skilled teams in your field, and work for the most elite companies in the world. Sound too good...",https://www.linkedin.com/jobs?viewJob=&jobId=44970039&trk=api*a130653*s139051*,1443
444,Information Technology and Services,Software Engineer,"We are looking for a hands-on full stack software developer who eats, breaths and lives on technology and creates great apps. This is your opportunity to play a leading role in transforming an industry and to create dynamic and exciting new solutions. You will work directly with the founding team, engineers and advisers from around the world to understand market needs, define product features and...",https://www.linkedin.com/jobs?viewJob=&jobId=43040808&trk=api*a130653*s139051*,1444
